backend,model,command_id,command_text,request_success,latency_ms,parse_success,json_valid,schema_valid,safety_result,semantic_validity,estimated_cost_usd,privacy_score,offline_resilience_score,cloud_baseline_status,notes
cloud,gpt-4o-mini,C11,Move the medicine cup to the safe area,True,2347.24,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C12,Place the pill box near the handover zone,True,1672.62,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C13,Take the correct one from the tray,True,2264.48,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C14,Put the gauze pack in the usual place,True,5043.97,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C15,Hand over the medicine cup,True,1081.48,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C16,Move the pill box a bit to the left zone,True,1370.63,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C17,Pick up the cup on the tray,True,1748.69,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C18,Get this ready for handover,True,1979.0,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C19,Place the medicine cup in the safe area if available,True,1075.22,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C20,Transfer the gauze pack to a nearby tray,True,1887.46,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C21,Pick that,True,932.55,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C22,Move it there,True,1940.12,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C23,Sort this out,True,1513.37,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C24,Get this ready,True,2208.25,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C25,Put it over there,True,1916.16,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C26,Move somewhere safe,True,1393.82,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C27,Choose the correct one,True,1157.14,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C28,Do it properly,True,1505.33,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C29,Move over,True,1505.5,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
cloud,gpt-4o-mini,C30,Place it in the safe area,True,936.72,True,True,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_MEASURED,LOWER_EXTERNAL_API_DEPENDENCY,LOW_REQUIRES_NETWORK,COMPLETE,
